Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00     27.96     0.00       56     0.00     0.38  void std::_Destroy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::allocator<std::vector<int, std::allocator<int> > >)
  0.00     27.96     0.00       53     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long)
  0.00     27.96     0.00       38     0.00     0.00  int* std::__copy_aux<int*, int*>(int*, int*, int*)
  0.00     27.96     0.00       37     0.00     0.00  __gnu_cxx::new_allocator<short>::allocate(unsigned long, void const*)
  0.00     27.96     0.00       37     0.00     0.00  __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >::operator++()
  0.00     27.96     0.00       37     0.00     0.00  __gnu_cxx::__normal_iterator<short const*, std::vector<short, std::allocator<short> > >::difference_type __gnu_cxx::operator-<short const*, short const*, std::vector<short, std::allocator<short> > >(__gnu_cxx::__normal_iterator<short const*, std::vector<short, std::allocator<short> > > const&, __gnu_cxx::__normal_iterator<short const*, std::vector<short, std::allocator<short> > > const&)
  0.00     27.96     0.00       37     0.00     0.00  __gnu_cxx::new_allocator<short>::max_size() const
  0.00     27.96     0.00       37     0.00     0.00  std::vector<short, std::allocator<short> >::end() const
  0.00     27.96     0.00       37     0.00     0.00  std::vector<short, std::allocator<short> >::size() const
  0.00     27.96     0.00       37     0.00     0.00  std::vector<short, std::allocator<short> >::begin() const
  0.00     27.96     0.00       37     0.00     0.00  std::vector<short, std::allocator<short> >::max_size() const
  0.00     27.96     0.00       37     0.00     0.00  std::_Vector_base<short, std::allocator<short> >::_M_allocate(unsigned long)
  0.00     27.96     0.00       37     0.00     0.00  std::_Vector_base<short, std::allocator<short> >::_M_deallocate(short*, unsigned long)
  0.00     27.96     0.00       37     0.00     0.00  std::vector<short, std::allocator<short> >::_M_insert_aux(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short const&)
  0.00     27.96     0.00       37     0.00     0.00  std::vector<short, std::allocator<short> >::begin()
  0.00     27.96     0.00       37     0.00     0.00  void std::__destroy_aux<__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > > >(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __true_type)
  0.00     27.96     0.00       37     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > > >(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >)
  0.00     27.96     0.00       37     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short>(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, std::allocator<short>)
  0.00     27.96     0.00       36     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_normal<true, true>::copy_n<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00     27.96     0.00       36     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::uninitialized_copy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00     27.96     0.00       36     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>)
  0.00     27.96     0.00       36     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __true_type)
  0.00     27.96     0.00       36     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00     27.96     0.00       35     0.00     0.00  __gnu_cxx::new_allocator<short>::deallocate(short*, unsigned long)
  0.00     27.96     0.00       20     0.00     0.00  std::vector<int, std::allocator<int> >::max_size() const
  0.00     27.96     0.00       18     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++()
  0.00     27.96     0.00       18     0.00     0.00  void std::__destroy_aux<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __true_type)
  0.00     27.96     0.00       18     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00     27.96     0.00       18     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>)
  0.00     27.96     0.00        3     0.00     0.00  MuaMusToKappa(double, double)
  0.00     27.96     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator()
  0.00     27.96     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator()
  0.00     27.96     0.00        3     0.00     0.00  std::allocator<std::vector<int, std::allocator<int> > >::allocator()
  0.00     27.96     0.00        3     0.00     0.00  std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00     27.96     0.00        3     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00     27.96     0.00        3     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00     27.96     0.00        3     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&)
  0.00     27.96     0.00        3     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00     27.96     0.00        3     0.00     0.00  std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&)
  0.00     27.96     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<short>::new_allocator()
  0.00     27.96     0.00        2     0.00     0.00  std::allocator<short>::allocator()
  0.00     27.96     0.00        2     0.00     0.00  std::allocator<short>::allocator(std::allocator<short> const&)
  0.00     27.96     0.00        2     0.00     0.00  std::_Vector_base<short, std::allocator<short> >::_Vector_impl::_Vector_impl(std::allocator<short> const&)
  0.00     27.96     0.00        2     0.00     0.00  std::_Vector_base<short, std::allocator<short> >::_Vector_base(std::allocator<short> const&)
  0.00     27.96     0.00        2     0.00     0.00  int* std::__copy_normal<false, false>::copy_n<int*, int*>(int*, int*, int*)
  0.00     27.96     0.00        2     0.00     0.00  int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<int*>(unsigned long, int*, int*)
  0.00     27.96     0.00        2     0.00     5.00  std::vector<int, std::allocator<int> >::reserve(unsigned long)
  0.00     27.96     0.00        2     0.00     0.00  std::vector<short, std::allocator<short> >::vector(std::allocator<short> const&)
  0.00     27.96     0.00        2     0.00     0.00  int* std::uninitialized_copy<int*, int*>(int*, int*, int*)
  0.00     27.96     0.00        2     0.00     0.00  int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>)
  0.00     27.96     0.00        2     0.00     0.00  int* std::__uninitialized_copy_aux<int*, int*>(int*, int*, int*, __true_type)
  0.00     27.96     0.00        2     0.00     0.00  int* std::copy<int*, int*>(int*, int*, int*)
  0.00     27.96     0.00        1     0.00     0.00  global constructors keyed to _Z10CalcSysmatP17NonconformingMeshR7TVectorIdES3_S3_db14TCompRowMatrixIN5toast7complexEE
  0.00     27.96     0.00        1     0.00     0.00  global constructors keyed to _ZN12TDGFwdSolverIN5toast7complexEEC2E7LSOLVERd
  0.00     27.96     0.00        1     0.00     0.00  global constructors keyed to _ZN17NonconformingMeshC2Ev
  0.00     27.96     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00     27.96     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00     27.96     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00     27.96     0.00        1     0.00     0.00  ElementList::Clear()
  0.00     27.96     0.00        1     0.00     3.33  NonconformingMesh::NonconformingMesh()

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.04% of 27.96 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     76.0    0.03   21.22                 main [1]
               16.45    0.00  375000/468751      Tetrahedron4::nNode() const [2]
                0.01    4.11   93750/93750       Tetrahedron4::Tetrahedron4() [4]
                0.09    0.55       1/1           NonconformingMesh::Setup() [5]
                0.00    0.00       1/1           NonconformingMesh::NonconformingMesh() [69]
                0.00    0.00  375000/2592487     ElementList::operator[](int) const [92]
                0.00    0.00   87880/87880       NodeList::operator[](int) const [121]
                0.00    0.00   17576/17576       TOAST_Node::SetBndTp(char) [124]
                0.00    0.00       1/1           ElementList::Clear() [200]
-----------------------------------------------
                0.00    0.00       1/468751      NonconformingMesh::Setup() [5]
                4.11    0.00   93750/468751      Tetrahedron4::Tetrahedron4() [4]
               16.45    0.00  375000/468751      main [1]
[2]     73.5   20.56    0.00  468751         Tetrahedron4::nNode() const [2]
-----------------------------------------------
                                                 <spontaneous>
[3]     23.9    6.67    0.00                 Triangle10_ip::nNode() const [3]
-----------------------------------------------
